model,validation_season,dimension,segment,rows,weight,actual_rate,predicted_rate,mean_bias,brier,weighted_excess_vs_fold_reference
random_forest,2023,pitcher_hand,2,176412,0.7185093167701864,0.5046992268099676,0.5237250138999807,0.019025787090013124,0.2518180648035997,0.0013062978139515762
random_forest,2023,batter_hand,1,118462,0.4824844720496894,0.501798044942682,0.5168481615609832,0.015050116618301246,0.251160969180308,0.0005601504844370418
random_forest,2023,batter_hand,2,127063,0.5175155279503105,0.49824103004021625,0.5235810298941309,0.025339999853914663,0.2521266478901298,0.0011005742521029902
random_forest,2023,pitcher_team_id,12,24435,0.09952143366255982,0.5185185185185185,0.5275325371732201,0.009014018654701639,0.24921677209850784,-7.794778162743837e-05
random_forest,2023,pitcher_team_id,13,34583,0.14085327359739333,0.5214990024000231,0.5588205659683034,0.037321563568280314,0.2590125429755202,0.001269446439144104
random_forest,2023,pitcher_team_id,14,23769,0.09680887893289888,0.480163237830788,0.5104684124267928,0.030305174596004736,0.25194220784281074,0.00018802314096981132
random_forest,2023,pitcher_team_id,15,23112,0.09413298034823338,0.5146244375216338,0.5186641805823771,0.004039743060743284,0.2501119824420196,1.0541413172678321e-05
random_forest,2023,pitcher_team_id,16,22547,0.09183178902352103,0.4845877500332639,0.5012370330559094,0.01664928302264551,0.2489329662985285,-9.798744580443774e-05
random_forest,2023,pitcher_team_id,17,24198,0.09855615517768047,0.4805355814530127,0.5090129649388279,0.02847738348581519,0.25200860430891386,0.00019796049820806514
random_forest,2023,pitcher_team_id,18,22842,0.09303329599837083,0.5292443743980387,0.5306937399434128,0.001449365545374115,0.24813568500912309,-0.00017344319823295142
random_forest,2023,pitcher_team_id,19,22705,0.09247530801344059,0.48161197974014536,0.4997593258041247,0.01814734606397933,0.2501583956187844,1.4647852762068905e-05
random_forest,2023,pitcher_team_id,20,21239,0.08650442928418695,0.49672771787748954,0.5103179632492219,0.013590245371732312,0.24998817513773502,-1.0227447546627835e-06
random_forest,2023,pitcher_team_id,21,24914,0.10147235515731595,0.4816970378100666,0.5104066895916931,0.02870965178162649,0.2522811977318038,0.00023147869200725501
random_forest,2023,pitcher_team_id,23,1181,0.004810100804398737,0.5173581710414903,0.6566125359561801,0.1392543649146898,0.27058748161946594,9.902787069547412e-05
random_forest,2023,batter_team_id,12,24163,0.0984136035026983,0.4996068368993916,0.5163400557776914,0.01673321887829976,0.2509252758902091,9.105991457712388e-05
random_forest,2023,batter_team_id,13,35157,0.1431911210671011,0.5137525955001849,0.5540425290636907,0.04028993356350574,0.2596431851232757,0.001380818750339999
random_forest,2023,batter_team_id,14,23947,0.09753385602280827,0.48715914310769615,0.5163596560500179,0.029200512942321732,0.25119865228937893,0.0001169093581922161
random_forest,2023,batter_team_id,15,22780,0.0927807758884024,0.4982001755926251,0.5121518888505565,0.01395171325793143,0.2493485378102581,-6.044299774054238e-05
random_forest,2023,batter_team_id,16,22529,0.09175847673353019,0.5023303297971503,0.5136090034924006,0.011278673695250263,0.24950322144622392,-4.5583475552380976e-05
random_forest,2023,batter_team_id,17,24225,0.09866612361266673,0.5043550051599587,0.5167514154597567,0.012396410299797989,0.2507654322269491,7.552241117058949e-05
random_forest,2023,batter_team_id,18,22287,0.0907728337236534,0.5051823933234622,0.5098154407694443,0.004633047445982141,0.24984944834044992,-1.3665834745791804e-05
random_forest,2023,batter_team_id,19,22516,0.09170552896853681,0.4927607034997335,0.5113675938591615,0.01860689035942803,0.2497108677116988,-2.6514861721383252e-05
random_forest,2023,batter_team_id,20,23033,0.09381122085327359,0.5007597794468805,0.5108901603270818,0.01013038088020124,0.24924406120822434,-7.091536937658476e-05
random_forest,2023,batter_team_id,21,23682,0.09645453619794318,0.48961236382062323,0.5183170184859633,0.028704654665340112,0.25114906027775513,0.0001108322525589175
random_forest,2023,batter_team_id,23,1206,0.00491192342938601,0.48507462686567165,0.6302107771380847,0.14513615027241306,0.27090923878007334,0.00010270458883782774
random_forest,2024,game_month,3,12361,0.04875999479304319,0.5026292371167381,0.5089386903917859,0.006309453275047727,0.24782468180320583,-9.665425361520185e-05
random_forest,2024,game_month,4,42588,0.16799536107484211,0.49213393444162673,0.5049155026873688,0.012781568245742114,0.24913886688939382,-0.00011223095864249224
random_forest,2024,game_month,5,44078,0.17387291080719663,0.4878851127546622,0.5020756826344651,0.014190569879802939,0.2484834896296075,-0.00023010986557318262
random_forest,2024,game_month,6,44514,0.17559278442015408,0.48757694208563596,0.5003151106004413,0.01273816851480536,0.24864524736496837,-0.00020398251901311532
random_forest,2024,game_month,7,33070,0.13045004674427135,0.47989114000604777,0.4996258936351555,0.01973475362910776,0.24840402510568282,-0.00018300858596428279
random_forest,2024,game_month,8,41920,0.16536032535590733,0.4841125954198473,0.4994621741333681,0.015349578713520773,0.24906070666076277,-0.00012339519786584471
random_forest,2024,game_month,9,33305,0.13137704284299842,0.47566431466746734,0.49690643066389645,0.021242115996429112,0.2491270315164998,-8.93226261120925e-05
random_forest,2024,game_month,10,1671,0.00659153396158686,0.5050867743865949,0.5128634126328365,0.007776638246241641,0.2496640854195932,-9.415435252378513e-07
random_forest,2024,count_state,0-0,65317,0.25765363481087306,0.4862899398318967,0.5023596759650244,0.016069736133127677,0.2488045300508049,-0.00025827115481898307
random_forest,2024,count_state,0-1,31402,0.12387034677543421,0.5010508884784408,0.5031995043543934,0.0021486158759526086,0.2487925831115576,-0.00012564709908414394
random_forest,2024,count_state,0-2,16155,0.06372605095717278,0.49229340761374185,0.5031952044141947,0.01090179680045289,0.2495528455651918,-1.6191590962916882e-05
random_forest,2024,count_state,1-0,26438,0.10428903343891885,0.4799152734700053,0.5008018739407271,0.020886600470721772,0.24863570257090634,-0.00012214583828588105
random_forest,2024,count_state,1-1,25313,0.09985128615777868,0.4862323707186031,0.501992182532995,0.015759811814391955,0.24842806809041518,-0.00013768081126712363
random_forest,2024,count_state,1-2,24399,0.09624586303336792,0.497807287183901,0.50259282045755,0.004785533273649056,0.24892127840518344,-8.523998994425862e-05
random_forest,2024,count_state,2-0,9392,0.037048286635083055,0.47327512776831343,0.49771374375211586,0.024438615983802425,0.24900341436009035,-2.976875758769619e-05
random_forest,2024,count_state,2-1,13446,0.05303995550418726,0.47411869701026327,0.4992453279378108,0.025126630927547522,0.24835430065330508,-7.7047223892954e-05
random_forest,2024,count_state,2-2,20640,0.0814178701179849,0.49064922480620154,0.5007470217820903,0.010097796975888751,0.24881754327158126,-8.055349609543985e-05
random_forest,2024,count_state,3-0,3214,0.012678150899186216,0.4819539514623522,0.49215300392504513,0.010199052462692926,0.24779623711199336,-2.549182672813728e-05
random_forest,2024,count_state,3-1,6020,0.023746878784412263,0.4591362126245847,0.4938303790902661,0.03469416646568141,0.2481759193093197,-3.873133615150277e-05
random_forest,2024,count_state,3-2,11771,0.04643264288560079,0.45697052077138733,0.49544248573392646,0.03847196496253913,0.24888351549204385,-4.287642549240508e-05
random_forest,2024,pitcher_n_bucket,0,81,0.00031951780424209193,0.4074074074074074,0.5256742559105045,0.11826684850309716,0.25649280282527276,2.136256440837007e-06
random_forest,2024,pitcher_n_bucket,1-10,814,0.003210956699420529,0.4398034398034398,0.503106738708844,0.06330329890540426,0.24885964093891472,-3.0416937431662034e-06
random_forest,2024,pitcher_n_bucket,1001+,194773,0.7683140899462342,0.49117177432190295,0.5029441895743181,0.011772415252415125,0.24869349106278593,-0.0008554683319508358
random_forest,2024,pitcher_n_bucket,11-50,3165,0.012484862350941,0.46161137440758293,0.501078171886511,0.03946679747892812,0.24827277799656142,-1.9153636097295406e-05
random_forest,2024,pitcher_n_bucket,201-1000,44121,0.17404253136994244,0.4715214976995082,0.4943671943149718,0.022845696615463595,0.24900508556012577,-0.0001395544716237952
random_forest,2024,pitcher_n_bucket,51-200,10553,0.041628041829219704,0.46508101961527526,0.49772130203547615,0.032640282420200895,0.24921685159932594,-2.4563673337213157e-05
random_forest,2024,batter_n_bucket,0,88,0.0003471304539914085,0.5,0.5082113203850305,0.008211320385030474,0.2581641257968186,2.9010382968623853e-06
random_forest,2024,batter_n_bucket,1-10,862,0.0034003005834158427,0.46403712296983757,0.5136415974111099,0.04960447444127236,0.25021524938283435,1.3884196635673615e-06
random_forest,2024,batter_n_bucket,1001+,210244,0.8293419905564738,0.4888462928787504,0.500547008795438,0.011700715916687587,0.24865111029537512,-0.0009585671248260781
random_forest,2024,batter_n_bucket,11-50,2933,0.01156970024496365,0.47528128196385955,0.5071378741062504,0.031856592142390894,0.24947685347770146,-3.8188488979032425e-06
random_forest,2024,batter_n_bucket,201-1000,31539,0.12441076577767084,0.47725038840800277,0.5039560504159513,0.026705662007948494,0.2491811730525313,-7.785049753478865e-05
random_forest,2024,batter_n_bucket,51-200,7841,0.03093011238348448,0.45453386047697997,0.5045536540742003,0.05001979359722031,0.2496873495316157,-3.6985370130838285e-06
random_forest,2024,li_bucket,0.5-1,76851,0.303151392269247,0.488308545106765,0.5044038726332307,0.016095327526465697,0.24872502444966474,-0.0003279801907037204
random_forest,2024,li_bucket,1-2,64984,0.2563400616156556,0.4931521605318232,0.5041462398191954,0.010994079287372172,0.24874132314082584,-0.00027315689657360056
random_forest,2024,li_bucket,2+,24599,0.09703479588334839,0.48607666978332453,0.5017348353974015,0.015658165614076958,0.24871297046331028,-0.00010615182564291236
random_forest,2024,li_bucket,<=0.5,87073,0.34347375023174903,0.47890850206148866,0.49607617689387945,0.01716767483239079,0.24883929345972533,-0.0003323566373912197
random_forest,2024,score_bucket,four_plus,67770,0.2673298962158836,0.4796665191087502,0.49440039194778007,0.014733872839029882,0.2485829286745437,-0.00032721128029480147
random_forest,2024,score_bucket,one_run,52123,0.20560773469766122,0.4885175450376993,0.5042931262482254,0.015775581210526135,0.24869157283741258,-0.00022932539274893277
random_forest,2024,score_bucket,tie,61537,0.24274280394624212,0.49514925979492014,0.5056649393103102,0.010515679515390064,0.24878714093141677,-0.0002475456706752406
random_forest,2024,score_bucket,two_three,72077,0.2843195651402131,0.48269212092623165,0.5016095131413988,0.01891739221516714,0.24897841111638064,-0.00023556320659248012
random_forest,2024,pitcher_history_missing,available,249869,0.9856493114588551,0.48645490236884126,0.5011556570747248,0.0147007547058835,0.24876492149435578,-0.0010270517694528011
random_forest,2024,pitcher_history_missing,missing,3638,0.01435068854114482,0.46206706981858164,0.5055345115898954,0.04346744177131373,0.24892935347363102,-1.2593780858615464e-05
random_forest,2024,pitcher_seen_before,new,50348,0.1986059556540845,0.48993008659728293,0.5028767546334462,0.012946668036163234,0.24831662734990823,-0.0002959823379140686
random_forest,2024,pitcher_seen_before,seen,203159,0.8013940443459155,0.4851569460373402,0.500807537881579,0.015650591844238726,0.24887896476649854,-0.0007436632123973385
random_forest,2024,batter_seen_before,new,23588,0.09304674032669709,0.4735882652196032,0.5002240765790738,0.026635811359470574,0.2486337876548802,-0.0001091567693823076
random_forest,2024,batter_seen_before,seen,229919,0.9069532596733029,0.4873890370086857,0.5013205168447205,0.013931479836034766,0.24878097666398566,-0.0009304887809291909
random_forest,2024,pitcher_hand,1,71830,0.2833452330704872,0.48440762912432134,0.4974853647034851,0.013077735579163752,0.24819887518367914,-0.0004556337477718871
random_forest,2024,pitcher_hand,2,181677,0.7166547669295128,0.48677598154967333,0.5026944725205564,0.015918490970883103,0.24899201303613877,-0.0005840118025395198
random_forest,2024,batter_hand,1,119761,0.4724169352325577,0.4868696821168828,0.49996409598230906,0.013094413865426258,0.24871484624936224,-0.0005159173263452825
random_forest,2024,batter_hand,2,133746,0.5275830647674423,0.48542012471401014,0.5023417323271809,0.016921607613170797,0.24881423336129962,-0.0005237282239661441
random_forest,2024,pitcher_team_id,12,25413,0.10024575258276892,0.47884940778341795,0.4943508458346688,0.015501438051250871,0.24871394575903713,-0.00010956670267819939
random_forest,2024,pitcher_team_id,13,37232,0.14686773935236502,0.5001074344649764,0.5144613235083796,0.014353889043403179,0.24883186730823034,-0.00014320477694382364
random_forest,2024,pitcher_team_id,14,24081,0.09499145980189896,0.4747311158174494,0.49370097867264184,0.01896986285519242,0.24916992909209915,-6.05093380591927e-05
random_forest,2024,pitcher_team_id,15,23302,0.09191856635122501,0.4995708522873573,0.5077881158390285,0.008217263551671183,0.24865055224787494,-0.00010629228702438837
random_forest,2024,pitcher_team_id,16,23457,0.09252998930995988,0.4726947179946285,0.49641493961074457,0.02372022161611609,0.24845917564709266,-0.00012470739577259422
random_forest,2024,pitcher_team_id,17,24919,0.09829708844331715,0.4820418154821622,0.4975616328334876,0.015519817351325405,0.24806608758018853,-0.00017111942250778767
random_forest,2024,pitcher_team_id,18,22809,0.08997384687602315,0.4979174887105967,0.5121381998451546,0.014220711134557917,0.24876905235021912,-9.338155293316966e-05
random_forest,2024,pitcher_team_id,19,23104,0.09113752282974434,0.48273026315789475,0.4918720298854613,0.009141766727566558,0.24896920846291898,-7.634757013238044e-05
random_forest,2024,pitcher_team_id,20,22740,0.08970166504277989,0.4900175901495163,0.5020038523713852,0.011986262221868937,0.24947000205316885,-3.0222706908680518e-05
random_forest,2024,pitcher_team_id,21,25180,0.09932664581254166,0.4780381254964257,0.49460840583087956,0.016570280334453846,0.2484671930819151,-0.00013307125220723433
random_forest,2024,pitcher_team_id,23,978,0.0038578816364045173,0.4652351738241309,0.524797444505505,0.05956227068137415,0.25077589805137424,3.7381765635874333e-06
random_forest,2024,pitcher_team_id,25,292,0.0011518419609714919,0.4246575342465753,0.5204422526339505,0.09578471838737518,0.25418190046252626,5.039278292416292e-06
random_forest,2024,batter_team_id,12,24304,0.09587111992962719,0.4833772218564845,0.5007362104040507,0.01735898854756618,0.24882871960979053,-9.378181470581105e-05
random_forest,2024,batter_team_id,13,37546,0.14810636392683438,0.5017578437117136,0.5045178314134353,0.0027599877017217,0.24973235259625745,-1.1044907759072436e-05
random_forest,2024,batter_team_id,14,24232,0.09558710410363422,0.47808682733575436,0.500805195380754,0.022718368044999604,0.24848355215584217,-0.00012649754574871246
random_forest,2024,batter_team_id,15,23125,0.0912203607789923,0.491545945945946,0.4972157107613661,0.005669764815420142,0.24884626284638353,-8.763210849445117e-05
random_forest,2024,batter_team_id,16,23190,0.09147676395523595,0.48253557567917205,0.502046341589326,0.019510765910153993,0.24818580414811242,-0.00014829505021631028
random_forest,2024,batter_team_id,17,24723,0.09752393425033629,0.4792703150912106,0.5026312244283193,0.023360909337108715,0.24877121227461554,-0.00010100695106150555
random_forest,2024,batter_team_id,18,22669,0.08942159388103682,0.4785830870351582,0.5001882760384383,0.021605189003280123,0.24813487239728443,-0.00014951776588254307
random_forest,2024,batter_team_id,19,23805,0.0939027324689259,0.49363579080025205,0.5024586490794568,0.00882285827920476,0.24863614301061343,-0.00010993979289599537
random_forest,2024,batter_team_id,20,23905,0.09429719889391615,0.48128006693160424,0.49763461611492743,0.016354549183323186,0.24822935114143987,-0.00014876096157067227
random_forest,2024,batter_team_id,21,24542,0.09680995002110396,0.4822345367125744,0.5012201077511278,0.018985571038553417,0.2490742806331158,-7.092743461585998e-05
random_forest,2024,batter_team_id,23,1174,0.004631035829385382,0.48722316865417375,0.5086056453555173,0.021382476701343578,0.2513712691674379,7.244525753146912e-06
random_forest,2024,batter_team_id,25,292,0.0011518419609714919,0.4828767123287671,0.5255077564521133,0.04263104412334623,0.25025339155297693,5.142568863470241e-07
