number,value,params_catboost_fraction_of_remainder,params_official_weight,user_attrs_catboost_weight,user_attrs_residual_weight,state
834,1.003551986910725,0.9061832378500737,0.6214494334730409,0.3430361780653795,0.03551438846157957,COMPLETE
835,1.0032265943370924,0.9958590279459698,0.5050467976183666,0.49290361500251834,0.002049587379115093,COMPLETE
836,1.0032265732531847,0.997868561958963,0.5059020435104254,0.49304481730911404,0.00105313918046052,COMPLETE
837,1.0032187411958864,0.9967143741659792,0.5015494791586645,0.49681279893307806,0.0016377219082574204,COMPLETE
838,1.0034614956500942,0.8805506783693934,0.5665002115694542,0.3817185327755056,0.05178125565504019,COMPLETE
839,1.0034407115605035,0.8845782572341312,0.5580673934486783,0.39092397491810515,0.05100863163321656,COMPLETE
840,1.0033093568489988,0.9069578503771647,0.5022149124043828,0.45147009299552965,0.046314994600087596,COMPLETE
841,1.003236212846622,0.9756459798252646,0.5007076839099996,0.4871325409508541,0.012159775139146246,COMPLETE
842,1.0034290381640822,0.8776164374510587,0.5483226059831258,0.3963995054142673,0.05527788860260695,COMPLETE
843,1.0035130451058905,0.9823184998276604,0.630670948265936,0.36279876004217815,0.0065302916918858755,COMPLETE
844,1.0032374759213003,0.9800885430778659,0.5034009111476355,0.48671107748710957,0.00988801136525492,COMPLETE
845,1.003352020526301,0.9929420171881442,0.563307224897363,0.433610605001901,0.0030821701007360085,COMPLETE
846,1.0035318389633232,0.7819613160459566,0.542904541462751,0.35743096631641724,0.09966449222083176,COMPLETE
847,1.0033324943444892,0.9936656904630604,0.5546032231184654,0.4425754958300117,0.0028212810515228573,COMPLETE
848,1.0034483128093588,0.8758490782221728,0.5573088840331896,0.38773060585667596,0.054960510110134496,COMPLETE
849,1.0032168299754471,0.995791422698695,0.5002014466326303,0.4976951125204427,0.0021034408469269737,COMPLETE
850,1.0033316196293949,0.9999544673317939,0.5565525044418976,0.4434273042104203,2.019134768205571e-05,COMPLETE
851,1.003232378961905,0.9860614632711655,0.5035814608372006,0.4894991911218044,0.006919348040995045,COMPLETE
852,1.0033383243057121,0.8889010762151484,0.5068651124179541,0.43834813229091685,0.054786755291129106,COMPLETE
853,1.0034886816277255,0.7672449140994819,0.5022448578243818,0.38190010130110763,0.11585504087451061,COMPLETE
854,1.0034818591646388,0.8726684119525008,0.5727297845728906,0.3728652203713785,0.054404995055730945,COMPLETE
855,1.0032335413731444,0.991393521224398,0.5065201884182085,0.4892326880572248,0.004247123524566736,COMPLETE
856,1.0032338299499957,0.997298136235557,0.5092103139487892,0.4894636391825066,0.0013260468687041399,COMPLETE
857,1.0032299669330855,0.99455114829854,0.5061379090530723,0.4911711096523849,0.0026909812945427767,COMPLETE
858,1.0034279230279073,0.8711485265966503,0.5440870558723833,0.3971678895331143,0.058745054594502466,COMPLETE
859,1.0033530667017325,0.9989670243061338,0.5659840780762487,0.43356759402565315,0.00044832789809815606,COMPLETE
860,1.0034150210320856,0.8193454403796607,0.5015967765677416,0.4083644085897462,0.09003881484251221,COMPLETE
861,1.0034340023641968,0.8921299746433244,0.5585818806821802,0.39380233559411054,0.04761578372370926,COMPLETE
862,1.0039503695536718,0.5143932641704716,0.5399144442688434,0.23666491081023508,0.22342064492092154,COMPLETE
863,1.0034706547602652,0.8691037020314458,0.5651519834828318,0.3779280209761022,0.05691999554106602,COMPLETE
864,1.0034553123643466,0.9016902344088005,0.5738222992748935,0.3842802708666249,0.041897429858481605,COMPLETE
865,1.0034273084546979,0.8931097181644566,0.555712237579577,0.39679771827922106,0.047490044141201955,COMPLETE
866,1.0034376146439756,0.8710119095748445,0.5490927655601836,0.39274557131053656,0.05816166312927981,COMPLETE
867,1.0032196607890413,0.9995950518036315,0.5032482849781094,0.49655055631084954,0.0002011587110410703,COMPLETE
868,1.0033673620454002,0.8546875965156154,0.5003150159854315,0.4270745580023553,0.07261042601221324,COMPLETE
869,1.0034321365659906,0.8857524870162733,0.5543226401677623,0.39475982987825103,0.050917529953986615,COMPLETE
