number,value,params_iterations,params_official_weight,user_attrs_all_development_folds_non_degraded,user_attrs_maximum_development_fold_brier_delta,state
646,1.0028788764109584,80,0.5046844083788976,True,-2.9759375392568455e-05,COMPLETE
647,1.0030498185924843,90,0.5012613708844186,True,-3.6994921664229574e-05,COMPLETE
648,1.0045376408438553,310,0.9909875875000708,True,-1.9748093158244995e-06,COMPLETE
649,1.003020339625334,80,0.5571586330130666,True,-3.794724718220177e-05,COMPLETE
650,1.003681041735725,300,0.6005199514537853,True,-2.5246693587499536e-05,COMPLETE
651,1.003547066390238,300,0.5079298670578476,True,-1.2844178190363209e-05,COMPLETE
652,1.003635513472389,240,0.633388907773895,True,-4.6991196501838806e-05,COMPLETE
653,1.0030099985265553,80,0.5534299318519076,True,-3.745408947103401e-05,COMPLETE
654,1.0040356273366433,80,0.8673739456764765,True,-3.145228493664498e-05,COMPLETE
655,1.0028699330003898,80,0.5012538242235253,True,-2.9130540660782245e-05,COMPLETE
656,1.0028721023381408,80,0.5020872761746156,True,-2.928437016935792e-05,COMPLETE
657,1.0038989384264478,290,0.7455149918693927,True,-3.835521980904977e-05,COMPLETE
658,1.003461748534662,270,0.5110555469870987,True,-3.644859810519874e-05,COMPLETE
659,1.0028765870755125,80,0.5038076126854247,True,-2.959974856037162e-05,COMPLETE
660,1.0033838066060263,170,0.5701919273132909,True,-5.366490977323779e-05,COMPLETE
661,1.003036271277498,80,0.5628721897670085,True,-3.867660574027876e-05,COMPLETE
662,1.0032777251424827,180,0.5250937511242953,True,-5.05407762844412e-05,COMPLETE
663,1.0028685582961547,80,0.5007252278605785,True,-2.903262695766462e-05,COMPLETE
664,1.0032753915589323,160,0.5013370226958768,True,-3.8768454996562784e-05,COMPLETE
665,1.0035677930873157,320,0.5314761327214272,True,-2.312380205818365e-05,COMPLETE
666,1.0032628746187917,210,0.5201218933830248,True,-5.8988513954832955e-05,COMPLETE
667,1.0038428642380561,60,0.817470425345977,True,-2.9892362085892632e-05,COMPLETE
668,1.00301980116573,80,0.5569648728136096,True,-3.79219545774967e-05,COMPLETE
669,1.0028715242471138,80,0.5018652585577064,True,-2.9243458773392517e-05,COMPLETE
670,1.0035852190594585,370,0.500592530049398,True,-1.1199912697545944e-06,COMPLETE
671,1.0030491528038898,80,0.5674648850909474,True,-3.9239792393341855e-05,COMPLETE
672,1.0036010741260235,340,0.5503059313832779,True,-1.9051485699833615e-05,COMPLETE
673,1.003248116466159,140,0.5034741635587258,True,-4.7995132660988427e-05,COMPLETE
674,1.0041993992528062,310,0.8618936819927239,True,-2.3140300234897326e-05,COMPLETE
675,1.003292489617283,220,0.504549203884812,True,-5.4739388789637466e-05,COMPLETE
676,1.0028761105704531,80,0.5036249975506558,True,-2.9566407836134623e-05,COMPLETE
677,1.003506523195801,250,0.5606134837627834,True,-4.1250516150864724e-05,COMPLETE
678,2.00538697009696,10,0.5000521860349847,False,0.0008237859258098112,COMPLETE
679,1.0034550981069599,150,0.6039330097732707,True,-5.789616501092332e-05,COMPLETE
680,2.004896238460037,20,0.5174691382576562,False,0.0003330542888865806,COMPLETE
681,2.0047340257476285,30,0.506412783191485,False,0.00017084157647820342,COMPLETE
682,1.0032318869105206,80,0.630219076176155,True,-4.487334124533837e-05,COMPLETE
683,2.004584910644301,50,0.563048337665067,False,2.1726473150907033e-05,COMPLETE
684,1.0030270723904946,80,0.5595777451583399,True,-3.825994417691603e-05,COMPLETE
685,1.0028673890555693,80,0.5002753665305666,True,-2.8949082944179638e-05,COMPLETE
686,1.0034917189930657,240,0.5572628903813068,True,-4.349691646851617e-05,COMPLETE
687,2.0045700155308617,400,0.5460690198200364,False,6.831359711106932e-06,COMPLETE
688,1.0036452616275056,220,0.6731470149853125,True,-5.839849189440138e-05,COMPLETE
689,1.0032700513195871,200,0.5020978209298647,True,-5.455075972712886e-05,COMPLETE
690,1.0029891230561292,80,0.5458537280626307,True,-3.6410283441312696e-05,COMPLETE
691,1.0028729920665582,80,0.5024288615161727,True,-2.934722053216099e-05,COMPLETE
692,1.002868915634471,80,0.5008626631818761,True,-2.905811078809939e-05,COMPLETE
693,1.0035883370450418,270,0.5882568770097316,True,-4.3383637113592055e-05,COMPLETE
694,1.003028705662068,80,0.5601635808808304,True,-3.8334811201357066e-05,COMPLETE
695,1.0028797322566814,80,0.505011949673322,True,-2.981881420907606e-05,COMPLETE
696,1.0032500943541511,150,0.5041347781757942,True,-5.1584750783983946e-05,COMPLETE
697,1.003440611158924,210,0.6032156503372702,True,-6.208646167513154e-05,COMPLETE
698,1.0028700399299801,80,0.5012949260913814,True,-2.9138142679907553e-05,COMPLETE
699,1.0036793713596517,360,0.5785750857228226,True,-1.651783329720269e-05,COMPLETE
700,2.0045703643421042,60,0.5019143376772723,False,7.1801709537466785e-06,COMPLETE
701,1.0045089730666075,350,0.9806630915411219,True,-4.413198976482846e-06,COMPLETE
702,1.0028717666983278,80,0.5019583800135634,True,-2.9260624205912356e-05,COMPLETE
703,1.0035459927469557,310,0.5147153560578713,True,-1.4051962435868148e-05,COMPLETE
704,1.0030176696567488,80,0.5561974449427513,True,-3.782141809974271e-05,COMPLETE
705,2.004674005137594,30,0.5888583587928321,False,0.00011082096644371431,COMPLETE
706,1.0035932846273403,360,0.5112256908563417,True,-4.135181459447024e-06,COMPLETE
707,1.0030100243469904,80,0.5534392618531747,True,-3.7455340383490965e-05,COMPLETE
708,1.0034908156782454,230,0.5536729319294734,True,-5.116314688977108e-05,COMPLETE
709,1.003297434140073,100,0.5782391229661841,True,-5.1604588850617805e-05,COMPLETE
710,2.004633436789284,40,0.5536035751997577,False,7.025261813356498e-05,COMPLETE
711,1.0036374415718103,350,0.5645538813501891,True,-1.80042708722572e-05,COMPLETE
712,1.0032338519374007,180,0.5029319478639969,True,-4.8378186182918004e-05,COMPLETE
713,1.00325156803811,170,0.5043601049574524,True,-4.814837410513362e-05,COMPLETE
714,1.0031968928513904,80,0.618527596942616,True,-4.411504080142903e-05,COMPLETE
715,1.0030081907547,80,0.5527764595099564,True,-3.736626442552016e-05,COMPLETE
716,1.0028764156683623,80,0.5037419275283851,True,-2.958775992289997e-05,COMPLETE
717,1.0034008077614234,240,0.503825389860683,True,-3.832349411586611e-05,COMPLETE
718,1.0031305223369686,100,0.5029647894586651,True,-4.3452547311945144e-05,COMPLETE
719,1.003271039467395,110,0.561065632405187,True,-4.815265560373372e-05,COMPLETE
720,1.0030295815756454,80,0.5604775998116435,True,-3.8374803492169374e-05,COMPLETE
721,1.003009989396573,80,0.5534266327841152,True,-3.745364713089727e-05,COMPLETE
722,1.0034470225083456,290,0.500967977235979,True,-2.6613158453703267e-05,COMPLETE
723,1.0040033244491973,370,0.7676491391854603,True,-2.8926272829965516e-05,COMPLETE
724,1.0028705131212856,80,0.5014767877872077,True,-2.9171759237139883e-05,COMPLETE
725,1.003665053604782,130,0.6974958259937855,True,-5.292410386159574e-05,COMPLETE
726,1.0028791558231651,80,0.5047913567695226,True,-2.977879478957557e-05,COMPLETE
727,1.0028693192440967,80,0.5010178670623711,True,-2.9086867188332644e-05,COMPLETE
728,1.0034579144948137,60,0.7057407968807846,True,-2.961827437758524e-05,COMPLETE
729,1.0035434175613485,260,0.5766878591498976,True,-4.41583607283802e-05,COMPLETE
730,1.003013852643206,80,0.5548214798057215,True,-3.7639721910870394e-05,COMPLETE
731,2.004567375173337,380,0.5006654019424589,False,4.191002186598736e-06,COMPLETE
732,2.004605303046983,50,0.5058909153288099,False,4.2118875832442004e-05,COMPLETE
733,1.0034174127511912,260,0.5009445477287814,True,-3.705753353622221e-05,COMPLETE
734,1.0042056919629434,350,0.8631391388678755,True,-2.400905484623017e-05,COMPLETE
735,1.0030270884555827,80,0.5595835094279297,True,-3.826068245421643e-05,COMPLETE
736,1.0042407419842434,100,0.908449755839832,True,-2.5236098815689667e-05,COMPLETE
737,1.0033909025902104,160,0.5611254037182684,True,-4.522871295484232e-05,COMPLETE
738,1.0043346867293947,250,0.9222448642481181,True,-1.8461318628371082e-05,COMPLETE
739,1.0033508623141216,190,0.5547360464377656,True,-5.70200395441367e-05,COMPLETE
740,1.0029962067555063,80,0.5484320080450222,True,-3.6771789665712706e-05,COMPLETE
741,1.0028703294832375,80,0.5014062149441261,True,-2.915871790146185e-05,COMPLETE
742,1.0034216060679333,220,0.5709413197288603,True,-5.89233343586959e-05,COMPLETE
743,1.003276943429638,50,0.6901215363167101,True,-9.073356372707453e-06,COMPLETE
744,1.0034452402491885,270,0.5001125125675019,True,-3.508075828209667e-05,COMPLETE
745,1.003244853039394,120,0.5570653679729732,True,-5.2198275811266015e-05,COMPLETE
746,1.0033371664537594,130,0.554516290244944,True,-5.0638667901087286e-05,COMPLETE
747,1.002884685905423,80,0.5069052053406315,True,-3.016033216043934e-05,COMPLETE
748,1.003415754371683,230,0.5092571297291104,True,-4.760195961811542e-05,COMPLETE
749,1.003706845788813,260,0.6624863351796743,True,-4.670341975904213e-05,COMPLETE
750,1.0032233121494234,90,0.5741868720924762,True,-4.553697844014715e-05,COMPLETE
751,1.0035917302233792,320,0.5485185743031369,True,-2.5515370329826093e-05,COMPLETE
752,2.0052128008645282,10,0.560399226847644,False,0.0006496166933779302,COMPLETE
753,1.0028766263862443,80,0.5038226762609611,True,-2.9602497321173926e-05,COMPLETE
754,1.003141563559701,110,0.5011495855701676,True,-4.136600600709861e-05,COMPLETE
755,1.0028668887323302,80,0.500082793185875,True,-2.8913259699059335e-05,COMPLETE
756,1.0030706784560648,70,0.5617076472036313,True,-2.4796947023675298e-05,COMPLETE
757,1.0030457512359845,80,0.5662544337288576,True,-3.909335595658758e-05,COMPLETE
758,1.0035068632383521,280,0.5465991964865056,True,-4.0225587923159445e-05,COMPLETE
759,2.0045647156413606,390,0.5041839009541295,False,1.531470210425212e-06,COMPLETE
760,1.003207263132788,80,0.6220074841598217,True,-4.4354685909270275e-05,COMPLETE
761,1.0030124252910249,80,0.5543063864389497,True,-3.757122869199603e-05,COMPLETE
762,2.0046598935627884,40,0.502891695371057,False,9.670939163797243e-05,COMPLETE
763,1.0032416664731942,190,0.5002016842120175,True,-5.312841404378488e-05,COMPLETE
764,1.0028749954945482,80,0.5031974984782864,True,-2.9488230537388915e-05,COMPLETE
765,1.0028685652260194,80,0.5007278933645084,True,-2.9033121381749627e-05,COMPLETE
766,1.0028737551814344,80,0.502721723847455,True,-2.94010154352764e-05,COMPLETE
767,1.0035723148462912,300,0.526869766867459,True,-1.593974256022812e-05,COMPLETE
768,1.00286740346258,80,0.500280911085956,True,-2.8950113828224433e-05,COMPLETE
769,1.0030340424943114,80,0.5620751179860929,True,-3.857676790033904e-05,COMPLETE
770,1.0033705612139168,200,0.5534994192315174,True,-5.803332267315109e-05,COMPLETE
771,2.004737183344032,30,0.502505046720386,False,0.00017399917288166145,COMPLETE
772,1.0032457917430775,210,0.5116115583309356,True,-5.835661823969107e-05,COMPLETE
773,1.0036777051457095,40,0.8221654785502083,True,-7.053238150728225e-06,COMPLETE
774,2.004564865644436,400,0.5687660800656773,False,1.6814732853864811e-06,COMPLETE
775,1.0030291615227633,80,0.5603270230086641,True,-3.835563859186375e-05,COMPLETE
776,1.0028785300228622,80,0.5045518048262199,True,-2.973528210931109e-05,COMPLETE
777,1.0030271379445124,80,0.5596012661750881,True,-3.8262956502943535e-05,COMPLETE
778,1.0033360918291663,150,0.5477875797490487,True,-5.538002437324718e-05,COMPLETE
779,1.0028761194469418,80,0.503628399735384,True,-2.9567029283028567e-05,COMPLETE
780,1.0036002135575706,330,0.5426534800260319,True,-1.7212027186214174e-05,COMPLETE
781,1.0030291721680518,60,0.563452477662193,True,-8.869040553055596e-06,COMPLETE
782,1.0036515661447463,310,0.5871987868977218,True,-2.3893968417953992e-05,COMPLETE
783,1.0038029343252652,390,0.5814702267006122,True,-1.4065420908870863e-05,COMPLETE
784,1.0033167850201894,140,0.5386233497701767,True,-5.153395117282744e-05,COMPLETE
785,1.0034119506376526,250,0.5040893619348398,True,-3.5436463921401096e-05,COMPLETE
786,1.0035294972193693,310,0.5022658201056612,True,-1.1939818222783671e-05,COMPLETE
787,1.0035670181947827,340,0.5254165712110095,True,-1.4855095032823007e-05,COMPLETE
788,1.0035331094248043,320,0.5055156471752628,True,-1.901200442355755e-05,COMPLETE
789,1.0032312640906373,130,0.501460284856981,True,-4.533506915918584e-05,COMPLETE
790,1.0028683350049272,80,0.5006393364464724,True,-2.9016691258598737e-05,COMPLETE
791,2.00489483009557,20,0.5185127334790832,False,0.0003316459244191994,COMPLETE
792,1.0036014388759957,350,0.5383629804087396,True,-1.3659898266821235e-05,COMPLETE
793,1.0036804355942313,370,0.5771439604280539,True,-1.5763187305867232e-05,COMPLETE
794,1.0030423979805132,80,0.5650595478019509,True,-3.8947400558819734e-05,COMPLETE
795,1.0038957159449522,300,0.7213256868605394,True,-3.1103721440051135e-05,COMPLETE
796,1.0032747354452827,160,0.5009810004256243,True,-3.872092679574335e-05,COMPLETE
797,1.0028716985479216,80,0.5019322056524719,True,-2.9255800240796104e-05,COMPLETE
798,1.0031813721703962,80,0.6132950899953176,True,-4.373245790220692e-05,COMPLETE
799,1.0035183116451747,290,0.5471074658280112,True,-3.2472142424827544e-05,COMPLETE
800,1.0028800626752348,80,0.5051383694576883,True,-2.9841727578860944e-05,COMPLETE
801,1.0030286856642494,80,0.5601564102605536,True,-3.8333896854231275e-05,COMPLETE
802,1.0030253090734143,80,0.5589448235785487,True,-3.8178683526873813e-05,COMPLETE
803,1.0028701640195437,80,0.5013426213652636,True,-2.914696212075185e-05,COMPLETE
804,1.0030636851672479,90,0.5073532153222996,True,-3.789131649725719e-05,COMPLETE
805,1.003373361701268,180,0.5710877820427507,True,-5.374301342625509e-05,COMPLETE
806,1.0031644098049328,120,0.5211342807702878,True,-4.8949801389780445e-05,COMPLETE
807,1.0030098899979671,80,0.5533907148477794,True,-3.744883055425974e-05,COMPLETE
808,1.0039199891618702,220,0.7832557442452448,True,-4.8380095203387485e-05,COMPLETE
809,1.003593016371108,370,0.5075157864731258,True,-2.6648043204846594e-06,COMPLETE
810,1.0036976719583075,380,0.579607474739745,True,-1.1945129513524222e-05,COMPLETE
811,1.0028706008025843,80,0.5015104819174757,True,-2.917798394808102e-05,COMPLETE
812,1.0028700287130168,80,0.5012906145835,True,-2.9137345319923957e-05,COMPLETE
813,2.0045801860176238,400,0.5065618411626677,False,1.7001846473518878e-05,COMPLETE
814,1.0028709974271195,80,0.5016628792881092,True,-2.9206124266462075e-05,COMPLETE
815,1.0028672546795594,80,0.5002236499499283,True,-2.8939465976735024e-05,COMPLETE
816,1.003032610492678,80,0.5615626146177025,True,-3.851224650155971e-05,COMPLETE
817,1.0028681435545093,80,0.5005656857615007,True,-2.9003020889289965e-05,COMPLETE
818,1.0039424193069193,240,0.7728183114892814,True,-4.1577377739576704e-05,COMPLETE
819,1.0030288450152491,80,0.5602135471414731,True,-3.834118115567109e-05,COMPLETE
820,1.0034663449080052,280,0.5214496202381381,True,-3.767171575189132e-05,COMPLETE
821,2.005380762642609,10,0.5020877297347079,False,0.0008175784714582746,COMPLETE
822,1.0032736544681267,200,0.5040100268861936,True,-5.471787715710663e-05,COMPLETE
823,1.003599725073745,360,0.5167087873877253,True,-5.2980025080084925e-06,COMPLETE
824,1.003692169950301,340,0.6107577864519075,True,-2.6951436797761907e-05,COMPLETE
825,2.004730474096139,20,0.6610105124068479,False,0.00016728992498871165,COMPLETE
826,1.002976421527808,70,0.5260255603344436,True,-1.8215316725689323e-05,COMPLETE
827,1.0033536857362746,170,0.5557449089294078,True,-5.276662930675524e-05,COMPLETE
828,1.0030488861610958,80,0.5673700598559437,True,-3.922837235267873e-05,COMPLETE
829,1.0028671577775137,80,0.5001863537430881,True,-2.8932528933767188e-05,COMPLETE
830,1.0035089964493036,240,0.5669010738527798,True,-4.419114858569828e-05,COMPLETE
831,1.0045011337132874,360,0.977567371701323,True,-4.96600312718809e-06,COMPLETE
832,1.0033806716832985,220,0.5505886058097107,True,-5.8019466487202465e-05,COMPLETE
833,1.0030274470467493,80,0.5597121646607612,True,-3.8277151950455446e-05,COMPLETE
834,1.003034777936097,80,0.5623382113119687,True,-3.860979038713963e-05,COMPLETE
835,1.0032161900050305,100,0.5426033907748917,True,-4.840052940521811e-05,COMPLETE
836,1.0028700367620624,80,0.5012937084289031,True,-2.9137917490207332e-05,COMPLETE
837,2.0046197892039217,30,0.6853181328747993,False,5.660503277113427e-05,COMPLETE
838,1.003028759722077,80,0.560182964891936,True,-3.833728266333658e-05,COMPLETE
839,1.002869351150631,80,0.5010301351317185,True,-2.9089139231996963e-05,COMPLETE
840,1.003542248660984,300,0.5042183790086644,True,-1.2203908299757149e-05,COMPLETE
841,2.0045686272573766,60,0.5078602363278695,False,5.4430862260757e-06,COMPLETE
842,1.0033806810921597,210,0.5762155871048249,True,-6.169107691916809e-05,COMPLETE
843,1.0035103315616092,260,0.5577643980248626,True,-4.281081169038581e-05,COMPLETE
844,2.0046206510737132,40,0.5811325918810157,False,5.746690256264175e-05,COMPLETE
845,2.005032149256797,10,0.6322219418065476,False,0.00046896508564681083,COMPLETE
846,2.004591820890453,50,0.5423673080211027,False,2.863671930256051e-05,COMPLETE
847,1.0030107185472463,80,0.5536900678962252,True,-3.748893517496743e-05,COMPLETE
848,1.0032235741744526,210,0.5003845580042288,True,-5.7433592896616315e-05,COMPLETE
849,1.0028784692647557,80,0.5045285433305408,True,-2.9731053864501256e-05,COMPLETE
850,1.003229673476075,80,0.6294838511602314,True,-4.482958542512128e-05,COMPLETE
851,1.0035387679385677,340,0.503557231469429,True,-1.071556215889724e-05,COMPLETE
852,1.0030138801588422,80,0.5548314064744737,True,-3.76410393420068e-05,COMPLETE
853,1.003229099644169,180,0.5004869784569544,True,-4.8114923352687855e-05,COMPLETE
854,1.0033572099089267,120,0.6045293701660576,True,-5.476872567078406e-05,COMPLETE
855,1.0032548778178845,170,0.5060896267668384,True,-4.833994691713639e-05,COMPLETE
856,1.0028792396045403,80,0.5048234223880625,True,-2.978461500308116e-05,COMPLETE
857,1.0034229686394176,260,0.5045155704598545,True,-3.749453533052893e-05,COMPLETE
858,1.0035498393705626,330,0.5040104689507071,True,-1.024897295301419e-05,COMPLETE
859,1.0035521413767066,250,0.5860416122729318,True,-4.303974692246304e-05,COMPLETE
860,1.0044436398854568,400,0.9474799884616408,True,-9.571880024622503e-06,COMPLETE
861,1.003291845503289,220,0.5042007268286848,True,-5.4708028273092735e-05,COMPLETE
862,1.0032486059022312,140,0.5037316114824321,True,-4.802489263761034e-05,COMPLETE
863,1.0035763364267356,350,0.5190626464781763,True,-1.0064591735303718e-05,COMPLETE
864,1.0045355815685144,380,0.9899948521291168,True,-2.199954271170368e-06,COMPLETE
865,1.003015741316587,80,0.555502584114383,True,-3.772989258923887e-05,COMPLETE
866,1.0034116642154882,230,0.506735200045666,True,-4.7352791994581533e-05,COMPLETE
867,1.0028678166993363,80,0.5004399297341771,True,-2.8979666971018503e-05,COMPLETE
868,1.0028674849482822,80,0.5003122702480104,True,-2.8955943787656313e-05,COMPLETE
869,1.0030048699792788,80,0.5515747859524032,True,-3.720367509918443e-05,COMPLETE
870,1.0036628141213015,100,0.7209135629839837,True,-5.262967252461781e-05,COMPLETE
871,2.0048291467622925,20,0.5699116228925453,False,0.0002659625911419494,COMPLETE
872,1.0029138260749848,70,0.5014252862314541,True,-1.2924105820127929e-05,COMPLETE
873,1.003271413801968,150,0.515231468009276,True,-5.270200767465427e-05,COMPLETE
874,1.0030053343617702,80,0.5517429298931908,True,-3.722651014742562e-05,COMPLETE
875,1.0045256514197285,260,0.9875845709071018,True,-3.321041495363275e-06,COMPLETE
876,1.0028814922809781,80,0.5056851198250452,True,-2.9940645646431285e-05,COMPLETE
877,1.0028749815722044,80,0.5031921595055716,True,-2.9487253065674235e-05,COMPLETE
878,1.0030007709573225,80,0.550089194514182,True,-3.700072368018059e-05,COMPLETE
879,1.0035515086546651,200,0.6376550739005523,True,-5.9206451979126884e-05,COMPLETE
880,2.004660570645884,40,0.5016819653488264,False,9.738647473381268e-05,COMPLETE
881,2.0045663274360868,380,0.5050465423160395,False,3.1432649361118337e-06,COMPLETE
882,1.0034129733992319,240,0.5112676989787039,True,-3.9178492087427186e-05,COMPLETE
883,2.0046945626370136,30,0.5586095614096814,False,0.00013137846586333546,COMPLETE
884,1.0028707627188738,80,0.5015726993906391,True,-2.9189475199586923e-05,COMPLETE
885,1.0028796434030696,80,0.5049779505207131,True,-2.9812649260829716e-05,COMPLETE
886,1.0034368815736558,280,0.5023759825557128,True,-3.539967879076511e-05,COMPLETE
887,1.0033878405041778,160,0.5596082621856974,True,-4.510218798403631e-05,COMPLETE
888,1.002869607640254,80,0.5011287487632338,True,-2.91073971218081e-05,COMPLETE
889,1.0036445623821377,300,0.5770432334090603,True,-2.275170482171629e-05,COMPLETE
890,1.0028744206096905,80,0.5029770113720521,True,-2.9447840101282097e-05,COMPLETE
891,1.0033663363027507,190,0.5621343602178381,True,-5.736525384988922e-05,COMPLETE
892,1.0032352413360506,80,0.6313322110976848,True,-4.4938583920212105e-05,COMPLETE
893,1.0030747016183106,80,0.5765040220511177,True,-4.028812258274894e-05,COMPLETE
894,2.0049046110495476,20,0.5113099431389587,False,0.00034142687839727737,COMPLETE
895,1.0030173516613912,80,0.5560828961388204,True,-3.780636241360047e-05,COMPLETE
896,1.0035311246428602,320,0.5039796670776463,True,-1.875099263912161e-05,COMPLETE
897,1.0031490865650583,120,0.5140815122099585,True,-4.818039933368601e-05,COMPLETE
898,1.0031266808426864,100,0.5011318973719923,True,-4.318849641188338e-05,COMPLETE
899,1.0032444972375711,110,0.5491969109740116,True,-4.706305907975494e-05,COMPLETE
900,1.0030455227265183,80,0.5661730589116692,True,-3.908346021833098e-05,COMPLETE
901,1.0028762711601429,80,0.5036865462601756,True,-2.9577648647055588e-05,COMPLETE
902,1.0034529480039547,290,0.5049696196950664,True,-2.7188396700073003e-05,COMPLETE
903,1.0035830218428605,360,0.5023052521386059,True,-2.184793705950483e-06,COMPLETE
904,1.0028696850729542,80,0.5011585172989976,True,-2.9112906774431124e-05,COMPLETE
905,1.003617136256115,310,0.564754447910286,True,-2.1294368382218654e-05,COMPLETE
906,2.0045815580445607,400,0.5016483873913431,False,1.837387341022123e-05,COMPLETE
907,1.0028761451679515,80,0.5036382580160731,True,-2.9568829943871222e-05,COMPLETE
908,2.0045654631855743,390,0.5010685859515462,False,2.279014423789416e-06,COMPLETE
909,1.0030357308258124,80,0.5626789763181265,True,-3.865246155471125e-05,COMPLETE
910,1.004560435780138,130,0.999197984154439,True,-2.4407458706909857e-07,COMPLETE
911,1.0035712756664732,270,0.5784515352309955,True,-4.276649199627669e-05,COMPLETE
912,1.003957999728647,400,0.6518827232385734,True,-1.285896058650371e-05,COMPLETE
913,1.0034413651137783,250,0.522284520462362,True,-3.7584520522465636e-05,COMPLETE
914,1.0030492778597562,90,0.5010227964706016,True,-3.695913806134321e-05,COMPLETE
915,1.0028754596243448,80,0.5033754641601034,True,-2.952079700574428e-05,COMPLETE
916,1.0029828494678525,80,0.5435638547780743,True,-3.608377790667583e-05,COMPLETE
917,1.003645573126802,320,0.5846704338730354,True,-2.9781005623175094e-05,COMPLETE
918,2.004567806839938,30,0.846296150674838,False,4.622668787646056e-06,COMPLETE
919,1.0033247368593912,130,0.5485039780452304,True,-5.015880836892195e-05,COMPLETE
920,1.0028681375759747,80,0.5005633857215305,True,-2.9002593891602757e-05,COMPLETE
921,1.0028669640678716,80,0.5001117925776593,True,-2.891865659240822e-05,COMPLETE
922,1.0030117498617308,80,0.5540625357921832,True,-3.753871300324341e-05,COMPLETE
923,1.0036935174466686,190,0.703979218007293,True,-5.553940142000169e-05,COMPLETE
924,1.0030166002508079,80,0.5558121620423004,True,-3.777072768132439e-05,COMPLETE
925,1.0028750631109582,80,0.5032234276820039,True,-2.9492977322048697e-05,COMPLETE
926,2.0053836857338116,10,0.5011282437420975,False,0.0008205015626613354,COMPLETE
927,1.0036533021432523,330,0.5798773347620506,True,-2.267973601374762e-05,COMPLETE
928,1.003157854530683,80,0.6053099580926956,True,-4.309711822367279e-05,COMPLETE
929,1.003368280930363,150,0.5634218044943227,True,-5.634804348608746e-05,COMPLETE
930,1.0036305002847847,280,0.6170626646621531,True,-4.470357802521807e-05,COMPLETE
931,1.0030057386791043,80,0.5518892988913374,True,-3.72463655606281e-05,COMPLETE
932,1.0028734362745408,80,0.5025993489549037,True,-2.9378546975128428e-05,COMPLETE
933,1.0036258272515317,340,0.5675350351684941,True,-2.1633921524599753e-05,COMPLETE
934,1.0032366841055478,130,0.5042833419091013,True,-4.56780048993799e-05,COMPLETE
935,1.0036738509095848,360,0.5745872786265442,True,-1.5899898200999463e-05,COMPLETE
936,1.00345470236424,270,0.5064136191051215,True,-3.588004182528137e-05,COMPLETE
937,1.0036136861103004,370,0.5252151342460297,True,-6.414802438403644e-06,COMPLETE
938,1.0033513806904073,140,0.5556473142889072,True,-5.286820119584923e-05,COMPLETE
939,1.0042068169287446,400,0.8267062601908909,True,-2.1291900730635582e-05,COMPLETE
940,1.0036340205309686,290,0.6144468422444828,True,-3.798222228887371e-05,COMPLETE
941,1.002873607104281,80,0.502664904125729,True,-2.939058495129987e-05,COMPLETE
942,1.0032760974444375,160,0.5017198249830994,True,-3.8819438624021485e-05,COMPLETE
943,1.0028686837187568,80,0.5007734690793508,True,-2.9041574144128557e-05,COMPLETE
944,1.0032433671630199,170,0.5000546181362732,True,-4.7660540260618944e-05,COMPLETE
945,1.00300150434872,60,0.5534064909968588,True,-6.540750359051994e-06,COMPLETE
946,1.0029986844497727,80,0.5493320114942084,True,-3.689645412888187e-05,COMPLETE
947,1.0032529609665264,190,0.5060471210864543,True,-5.3659049797954994e-05,COMPLETE
948,2.004607419787674,50,0.5005398306665112,False,4.4235616523446986e-05,COMPLETE
949,1.003142879293594,110,0.5017858265312587,True,-4.145492155357977e-05,COMPLETE
950,1.0030307857996952,80,0.5609091360746965,True,-3.842960541419749e-05,COMPLETE
951,1.002874120437523,80,0.5028618619797569,True,-2.9426727347070525e-05,COMPLETE
952,1.0035576078212916,350,0.5040165977795816,True,-7.029956746451571e-06,COMPLETE
953,1.0035389739161702,230,0.580525583096096,True,-5.255682632032688e-05,COMPLETE
954,1.0031497758394854,80,0.6025509255959723,True,-4.2863132351023125e-05,COMPLETE
955,1.002868119616015,80,0.5005564761923407,True,-2.9001311120741002e-05,COMPLETE
956,1.0039076484223728,140,0.7868496664425857,True,-4.644557264582572e-05,COMPLETE
957,1.0037968563343864,390,0.5758365454018651,True,-1.3120068138056107e-05,COMPLETE
958,1.0036646200361856,380,0.5541571850381382,True,-7.377360244587017e-06,COMPLETE
959,1.0028673045167096,80,0.5002428308908764,True,-2.8943033076905822e-05,COMPLETE
960,1.0035490147524486,330,0.5033454819941416,True,-1.0117676566639977e-05,COMPLETE
961,1.0035330577628438,310,0.5049839529213966,True,-1.2411515428578657e-05,COMPLETE
962,1.0030348408147525,80,0.5623607015585428,True,-3.8612610145372095e-05,COMPLETE
963,1.002867673805175,80,0.5003849457818775,True,-2.8969451156740655e-05,COMPLETE
964,1.0028683817433774,80,0.5006573156496837,True,-2.9020027591197817e-05,COMPLETE
965,1.0041422696141673,320,0.8390470112611172,True,-2.8749653452120327e-05,COMPLETE
966,1.0042764011180663,60,0.9307148362467201,True,-1.5780622623001728e-05,COMPLETE
967,1.0030138169714962,80,0.5548086105455781,True,-3.763801380676779e-05,COMPLETE
968,2.0051986420507535,10,0.5656389384387253,False,0.0006354578796032573,COMPLETE
969,1.0034286896463391,200,0.5815864031712423,True,-5.905005303352695e-05,COMPLETE
